"woaii_chapter"|"openalex_work_id"|"title"|"publication_year"|"source_id"|"source_name"|"type"|"cited_by_count"|"reference_count"
"7H"|"https://openalex.org/W2935317424"|"Brazilian Mangrove Status: Three Decades of Satellite Data Analysis"|2019|"https://openalex.org/S43295729"|"Remote sensing"|"article"|114|53
"7H"|"https://openalex.org/W2122825721"|"Mangroves among the most carbon-rich forests in the tropics"|2011|"https://openalex.org/S48977010"|"Nature geoscience"|"article"|2057|25
"7H"|"https://openalex.org/W2040909995"|"Whole-island carbon stocks in the tropical Pacific: Implications for mangrove conservation and upland restoration"|2012|"https://openalex.org/S44455300"|"Journal of environmental management"|"article"|122|47
"7H"|"https://openalex.org/W2039300997"|"A World Without Mangroves?"|2007|"https://openalex.org/S3880285"|"Science"|"article"|1274|10
"7H"|"https://openalex.org/W1987279613"|"Role of mangroves as a nursery ground for juvenile reef fishes in the southern Egyptian Red Sea"|2014|"https://openalex.org/S2764850074"|"Egyptian Journal of Aquatic Research/Egyptian Journal of Aquatic Research "|"article"|34|17
"7H"|"https://openalex.org/W2623670717"|"Global patterns of aboveground carbon stock and sequestration in mangroves"|2017|"https://openalex.org/S111086706"|"Anais da Academia Brasileira de Ciências"|"article"|32|56
"7H"|"https://openalex.org/W2750024379"|"Buried Alive or Washed Away: The Challenging Life of Mangroves in the Mekong Delta"|2017|"https://openalex.org/S92941125"|"Oceanography"|"article"|34|39
"7H"|"https://openalex.org/W2756009554"|"The state of the world’s mangroves in the 21st century under climate change"|2017|"https://openalex.org/S4210238371"|"Hydrobiologia"|"article"|126|99
"7H"|"https://openalex.org/W2324172550"|"Degradation and conservation of Brazilian mangroves, status and perspectives"|2016|"https://openalex.org/S8178725"|"Ocean & coastal management"|"article"|118|58
"7H"|"https://openalex.org/W2992725289"|"SDG 14: Life below Water – Impacts on Mangroves"|2019|"https://openalex.org/S4306462995"|"Cambridge University Press eBooks"|"book-chapter"|13|74
"7H"|"https://openalex.org/W2967896173"|"The State of the World's Mangrove Forests: Past, Present, and Future"|2019|"https://openalex.org/S5491134"|"Annual review of environment and resources"|"article"|403|138
"7H"|"https://openalex.org/W3007000022"|"Mangroves give cause for conservation optimism, for now"|2020|"https://openalex.org/S128425624"|"CB/Current biology"|"article"|129|8
"7H"|"https://openalex.org/W2160615957"|"Status and distribution of mangrove forests of the world using earth observation satellite data"|2010|"https://openalex.org/S169694011"|"Global ecology and biogeography"|"article"|2219|15
"7H"|"https://openalex.org/W2725897987"|"Google Earth Engine: Planetary-scale geospatial analysis for everyone"|2017|"https://openalex.org/S141808269"|"Remote sensing of environment"|"article"|7416|22
"7H"|"https://openalex.org/W3103805093"|"Creation of a high spatio‐temporal resolution global database of continuous mangrove forest cover for the 21st century (CGMFC‐21)"|2016|"https://openalex.org/S169694011"|"Global ecology and biogeography"|"article"|713|36
"7H"|"https://openalex.org/W2763867874"|"Global carbon stocks and potential emissions due to mangrove deforestation from 2000 to 2012"|2018|"https://openalex.org/S183584863"|"Nature climate change"|"article"|245|38
"7H"|"https://openalex.org/W2607032607"|"Dynamics of sediment carbon stocks across intertidal wetland habitats of Moreton Bay, Australia"|2017|"https://openalex.org/S74970393"|"Global change biology"|"article"|67|52
"7H"|"https://openalex.org/W2583379348"|"Is Climate Change Shifting the Poleward Limit of Mangroves?"|2017|"https://openalex.org/S109872917"|"Estuaries and coasts"|"article"|18|39
"7H"|"https://openalex.org/W4300523878"|"The Biology of Mangroves and Seagrasses"|2015|NA|NA|"book"|151|1
"7H"|"https://openalex.org/W2802342740"|"The Dynamics of Expanding Mangroves in New Zealand"|2018|"https://openalex.org/S4210202536"|"Coastal research library"|"book-chapter"|17|150
"7H"|"https://openalex.org/W1547808400"|"Predicting Global Patterns in Mangrove Forest Biomass"|2013|"https://openalex.org/S133530468"|"Conservation letters"|"article"|267|28
"7H"|"https://openalex.org/W1978487267"|"Hyperspectral Data for Mangrove Species Mapping: A Comparison of Pixel-Based and Object-Based Approach"|2011|"https://openalex.org/S43295729"|"Remote sensing"|"article"|155|20
"7H"|"https://openalex.org/W2890413294"|"Carbon stocks of mangroves and salt marshes of the Amazon region, Brazil"|2018|"https://openalex.org/S153317304"|"Biology letters"|"article"|65|15
"7H"|"https://openalex.org/W2218479158"|"Seventy years of continuous encroachment substantially increases ‘blue carbon’ capacity as mangroves replace intertidal salt marshes"|2015|"https://openalex.org/S74970393"|"Global change biology"|"article"|165|55
"7H"|"https://openalex.org/W2995030360"|"Spatiotemporal variability in microphytobenthic primary production across bare intertidal flat, saltmarsh, and mangrove forest of Asia and Australia"|2020|"https://openalex.org/S101229256"|"Marine pollution bulletin"|"article"|19|89
"7H"|"https://openalex.org/W1989655334"|"Discrimination of Tropical Mangroves at the Species Level with EO-1 Hyperion Data"|2013|"https://openalex.org/S43295729"|"Remote sensing"|"article"|40|70
"7H"|"https://openalex.org/W2606280906"|"Created mangrove wetlands store belowground carbon and surface elevation change enables them to adjust to sea-level rise"|2017|"https://openalex.org/S196734849"|"Scientific reports"|"article"|69|55
"7H"|"https://openalex.org/W2901839849"|"Measuring mangrove carbon loss and gain in deltas"|2019|"https://openalex.org/S139338987"|"Environmental research letters"|"article"|61|51
"7H"|"https://openalex.org/W1929181818"|"Ecological role and services of tropical mangrove ecosystems: a reassessment"|2014|"https://openalex.org/S169694011"|"Global ecology and biogeography"|"article"|580|161
"7H"|"https://openalex.org/W2942582461"|"Better restoration policies are needed to conserve mangrove ecosystems"|2019|"https://openalex.org/S2764884935"|"Nature ecology & evolution"|"article"|174|11
"7H"|"https://openalex.org/W2944506373"|"Coastal habitat squeeze: A review of adaptation solutions for saltmarsh, mangrove and beach habitats"|2019|"https://openalex.org/S8178725"|"Ocean & coastal management"|"review"|61|41
"7H"|"https://openalex.org/W1965529067"|"Change and fragmentation trends of Zhanjiang mangrove forests in southern China using multi-temporal Landsat imagery (1977–2010)"|2013|"https://openalex.org/S43867544"|"Estuarine, coastal and shelf science"|"article"|73|26
"7H"|"https://openalex.org/W1959945186"|"The vulnerability of Indo-Pacific mangrove forests to sea-level rise"|2015|"https://openalex.org/S137773608"|"Nature"|"article"|626|36
"7H"|"https://openalex.org/W2994374278"|"Structural characterisation of mangrove forests achieved through combining multiple sources of remote sensing data"|2020|"https://openalex.org/S141808269"|"Remote sensing of environment"|"article"|58|46
"7H"|"https://openalex.org/W2945977630"|"Mapping the multi-decadal mangrove dynamics of the Australian coastline"|2020|"https://openalex.org/S141808269"|"Remote sensing of environment"|"article"|74|43
"7H"|"https://openalex.org/W2267654267"|"Sedimentation and belowground carbon accumulation rates in mangrove forests that differ in diversity and land use: a tale of two mangroves"|2016|"https://openalex.org/S41353823"|"Wetlands ecology and management"|"article"|51|69
"7H"|"https://openalex.org/W2093113796"|"Coastal protection from tsunamis and cyclones provided by mangrove wetlands – a review"|2015|"https://openalex.org/S136291544"|"The International journal of biodiversity science, ecosystem services & management/International journal of biodiversity science, ecosystem services & management"|"review"|144|81
"7H"|"https://openalex.org/W1974474807"|"Wave reduction in a mangrove forest dominated by Sonneratia sp."|2006|"https://openalex.org/S41353823"|"Wetlands ecology and management"|"article"|262|10
"7H"|"https://openalex.org/W2167976739"|"Where temperate meets tropical: multi‐factorial effects of elevated CO<sub>2</sub>, nitrogen enrichment, and competition on a mangrove‐salt marsh community"|2008|"https://openalex.org/S74970393"|"Global change biology"|"article"|146|50
"7H"|"https://openalex.org/W3011179511"|"The Global Flood Protection Benefits of Mangroves"|2020|"https://openalex.org/S196734849"|"Scientific reports"|"article"|227|60
"7H"|"https://openalex.org/W2955748836"|"Mangroves: A Natural Ecosystem of Cultural and Religious Convergence"|2019|"https://openalex.org/S4306463937"|"Springer eBooks"|"book-chapter"|0|11
"7H"|"https://openalex.org/W2955952800"|"Ecosystem Services of Mangroves: An Overview"|2019|"https://openalex.org/S4306463937"|"Springer eBooks"|"book-chapter"|16|33
"7H"|"https://openalex.org/W2220608868"|"Extended biomass allometric equations for large mangrove trees from terrestrial LiDAR data"|2015|"https://openalex.org/S110876149"|"Trees"|"article"|40|36
"7H"|"https://openalex.org/W2538984505"|"Mangrove expansion and contraction at a poleward range limit: climate extremes and land‐ocean temperature gradients"|2016|"https://openalex.org/S35917800"|"Ecology"|"article"|141|75
"7H"|"https://openalex.org/W2793446724"|"Terrestrial laser scanning to quantify above-ground biomass of structurally complex coastal wetland vegetation"|2018|"https://openalex.org/S43867544"|"Estuarine, coastal and shelf science"|"article"|26|68
"7H"|"https://openalex.org/W2737005468"|"Mangrove Degradation in the Sundarbans"|2017|"https://openalex.org/S4210202536"|"Coastal research library"|"book-chapter"|21|6
"7H"|"https://openalex.org/W2612986619"|"Changes in organic carbon accumulation driven by mangrove expansion and deforestation in a New Zealand estuary"|2017|"https://openalex.org/S43867544"|"Estuarine, coastal and shelf science"|"article"|52|59
"7H"|"https://openalex.org/W2214058817"|"Rates and drivers of mangrove deforestation in Southeast Asia, 2000–2012"|2015|"https://openalex.org/S125754415"|"Proceedings of the National Academy of Sciences of the United States of America"|"article"|746|48
"7H"|"https://openalex.org/W2567392211"|"Environmental drivers of decadal change of a mangrove forest in the North coast of the Yucatan peninsula, Mexico"|2016|"https://openalex.org/S191597982"|"Journal of coastal conservation"|"article"|18|51
"7H"|"https://openalex.org/W2551328953"|"More than marine: revealing the critical importance of mangrove ecosystems for terrestrial vertebrates"|2016|"https://openalex.org/S11703781"|"Diversity and distributions"|"article"|43|50
"7H"|"https://openalex.org/W2921436105"|"Mangrove dynamics and blue carbon sequestration"|2019|"https://openalex.org/S153317304"|"Biology letters"|"article"|20|27
"7H"|"https://openalex.org/W2918806787"|"Wetland carbon storage controlled by millennial-scale variation in relative sea-level rise"|2019|"https://openalex.org/S137773608"|"Nature"|"article"|302|34
"7H"|"https://openalex.org/W2788419020"|"Conservation and restoration of mangroves: Global status, perspectives, and prognosis"|2018|"https://openalex.org/S8178725"|"Ocean & coastal management"|"article"|246|80
"7H"|"https://openalex.org/W2849447013"|"Benthic Estuarine Assemblages of the Brazilian North Coast (Amazonia Ecoregion)"|2018|"https://openalex.org/S4210195252"|"Brazilian marine biodiversity"|"book-chapter"|7|75
"7H"|"https://openalex.org/W2803241348"|"Global controls on carbon storage in mangrove soils"|2018|"https://openalex.org/S183584863"|"Nature climate change"|"article"|222|40
"7H"|"https://openalex.org/W2168846525"|"Mangrove expansion and salt marsh decline at mangrove poleward limits"|2013|"https://openalex.org/S74970393"|"Global change biology"|"article"|480|103
"7H"|"https://openalex.org/W2790002631"|"Climate Change Impacts on the Coastal Wetlands of Australia"|2018|"https://openalex.org/S127668553"|"Wetlands"|"article"|66|76
"7H"|"https://openalex.org/W3007855169"|"Mangrove blue carbon stocks and dynamics are controlled by hydrogeomorphic settings and land‐use change"|2020|"https://openalex.org/S74970393"|"Global change biology"|"article"|83|48
"7H"|"https://openalex.org/W2023330186"|"Interdependency of tropical marine ecosystems in response to climate change"|2014|"https://openalex.org/S183584863"|"Nature climate change"|"article"|75|28
"7H"|"https://openalex.org/W2036955302"|"Importance of estuarine mangroves to juvenile banana prawns"|2012|"https://openalex.org/S43867544"|"Estuarine, coastal and shelf science"|"article"|30|71
"7H"|"https://openalex.org/W2617168095"|"Assessing the role of mangrove forest in reducing coastal inundation during major hurricanes"|2017|"https://openalex.org/S4210238371"|"Hydrobiologia"|"article"|25|32
"7H"|"https://openalex.org/W2905441664"|"Mangrove canopy height globally related to precipitation, temperature and cyclone frequency"|2018|"https://openalex.org/S48977010"|"Nature geoscience"|"article"|284|62
"7H"|"https://openalex.org/W2897360633"|"Mangrove mortality in a changing climate: An overview"|2018|"https://openalex.org/S43867544"|"Estuarine, coastal and shelf science"|"article"|165|115
"7H"|"https://openalex.org/W2583101706"|"Mangrove expansion into salt marshes alters associated faunal communities"|2017|"https://openalex.org/S43867544"|"Estuarine, coastal and shelf science"|"article"|43|41
"7H"|"https://openalex.org/W4242493107"|"World Atlas of Mangroves"|2010|"https://openalex.org/S4306463855"|"Routledge eBooks"|"book"|671|1
"7H"|"https://openalex.org/W1782238537"|"Mangrove‐forest evolution in a sediment‐rich estuarine system: opportunists or agents of geomorphic change?"|2015|"https://openalex.org/S92316360"|"Earth surface processes and landforms"|"article"|83|67
"7H"|"https://openalex.org/W2786513583"|"Big Geospatial Data Analytics for Global Mangrove Biomass and Carbon Estimation"|2018|"https://openalex.org/S10134376"|"Sustainability"|"article"|40|32
"7H"|"https://openalex.org/W2589404638"|"A Digital Shoreline Analysis System (DSAS) applied on mangrove shoreline changes along the Giao Thuy coastal area (Nam Dinh, Vietnam) during 2005-2014"|2017|"https://openalex.org/S4210205200"|"Khoa học về Trái đất"|"article"|11|1
"7H"|"https://openalex.org/W2891773614"|"Mapping Mangrove Extent and Change: A Globally Applicable Approach"|2018|"https://openalex.org/S43295729"|"Remote sensing"|"article"|76|71
"7H"|"https://openalex.org/W2886412908"|"Coastal morphology explains global blue carbon distributions"|2018|"https://openalex.org/S144797041"|"Frontiers in ecology and the environment"|"review"|125|25
"7H"|"https://openalex.org/W2998836221"|"How to restore mangroves for greenbelt creation along eroding coasts with abandoned aquaculture ponds"|2020|"https://openalex.org/S43867544"|"Estuarine, coastal and shelf science"|"article"|36|42
"7H"|"https://openalex.org/W2128204432"|"Ethnobiology, socio-economics and management of mangrove forests: A review"|2008|"https://openalex.org/S61969038"|"Aquatic botany"|"review"|642|222
"7H"|"https://openalex.org/W2980571983"|"Estimating aboveground biomass of the mangrove forests on northeast Hainan Island in China using an upscaling method from field plots, UAV-LiDAR data and Sentinel-2 imagery"|2020|"https://openalex.org/S4210179989"|"International journal of applied earth observation and geoinformation"|"article"|93|77
"7H"|"https://openalex.org/W2345133706"|"Impacts of climate change on mangrove ecosystems: a region by region overview"|2016|"https://openalex.org/S4210203890"|"Ecosystem health and sustainability"|"article"|385|165
"7H"|"https://openalex.org/W2929657931"|"Estimating Mangrove Forest Volume Using Terrestrial Laser Scanning and UAV-Derived Structure-from-Motion"|2019|"https://openalex.org/S4210193350"|"Drones"|"article"|13|62
"7H"|"https://openalex.org/W2154282766"|"Mangrove Sedimentation and Response to Relative Sea-Level Rise"|2016|"https://openalex.org/S43203325"|"Annual review of marine science"|"article"|322|135
"7H"|"https://openalex.org/W2156709416"|"Impacts of Biodiversity Loss on Ocean Ecosystem Services"|2006|"https://openalex.org/S3880285"|"Science"|"article"|3802|22
"7H"|"https://openalex.org/W2299601671"|"Salt marsh‐mangrove ecotones: using structural gradients to investigate the effects of woody plant encroachment on plant–soil interactions and ecosystem carbon pools"|2016|"https://openalex.org/S11271929"|"Journal of ecology"|"article"|112|69
"7H"|"https://openalex.org/W2942515904"|"Modeling risk of mangroves to tropical cyclones: A case study of Hurricane Irma"|2019|"https://openalex.org/S43867544"|"Estuarine, coastal and shelf science"|"article"|34|50
"7H"|"https://openalex.org/W2143310516"|"Interactions between mangroves and exotic <i>Spartina</i> in an anthropogenically disturbed estuary in southern China"|2012|"https://openalex.org/S35917800"|"Ecology"|"article"|147|44
"7H"|"https://openalex.org/W2129186929"|"Retrieval of Mangrove Aboveground Biomass at the Individual Species Level with WorldView-2 Images"|2015|"https://openalex.org/S43295729"|"Remote sensing"|"article"|93|68
"7I"|"https://openalex.org/W2519605515"|"Distribution of macrophyte species and habitats in South African estuaries"|2016|"https://openalex.org/S31493525"|"South African journal of botany"|"article"|45|40
"7I"|"https://openalex.org/W2883013245"|"Developing China’s Ecological Redline Policy using ecosystem services assessments for land use planning"|2018|"https://openalex.org/S64187185"|"Nature communications"|"article"|315|41
"7I"|"https://openalex.org/W2126154792"|"The value of estuarine and coastal ecosystem services"|2011|"https://openalex.org/S201386569"|"Ecological monographs"|"article"|3782|138
"7I"|"https://openalex.org/W2130575559"|"Experimental predator removal causes rapid salt marsh die‐off"|2014|"https://openalex.org/S80967739"|"Ecology letters"|"article"|54|37
"7I"|"https://openalex.org/W3003263802"|"Living Shorelines"|2017|"https://openalex.org/S4306463075"|"CRC Press eBooks"|"book"|21|1
"7I"|"https://openalex.org/W2806102325"|"Coastal wetland adaptation to sea level rise: Quantifying potential for landward migration and coastal squeeze"|2018|"https://openalex.org/S82098733"|"Journal of applied ecology"|"article"|120|83
"7I"|"https://openalex.org/W1828863242"|"Reimagining South American coasts: unveiling the hidden invasion history of an iconic ecological engineer"|2015|"https://openalex.org/S11703781"|"Diversity and distributions"|"article"|47|117
"7I"|"https://openalex.org/W2964729545"|"Supporting <i>Spartina</i>: Interdisciplinary perspective shows <i>Spartina</i> as a distinct solid genus"|2019|"https://openalex.org/S35917800"|"Ecology"|"article"|37|68
"7I"|"https://openalex.org/W2959708194"|"Nitrate addition stimulates microbial decomposition of organic matter in salt marsh sediments"|2019|"https://openalex.org/S74970393"|"Global change biology"|"article"|69|109
"7I"|"https://openalex.org/W1968189765"|"Spatial and temporal variability of carbon dioxide and methane fluxes over semi-diurnal and spring–neap–spring timescales in a mangrove creek"|2015|"https://openalex.org/S7538555"|"Geochimica et cosmochimica acta"|"article"|169|58
"7I"|"https://openalex.org/W2948802302"|"Experimental influence of storm-surge salinity on soil greenhouse gas emissions from a tidal salt marsh"|2019|"https://openalex.org/S86852077"|"Science of the total environment"|"article"|44|58
"7I"|"https://openalex.org/W2277190537"|"Greenhouse Gas Fluxes from Salt Marshes Exposed to Chronic Nutrient Enrichment"|2016|"https://openalex.org/S202381698"|"PloS one"|"article"|46|23
"7I"|"https://openalex.org/W2511110815"|"Salt marsh persistence is threatened by predicted sea-level rise"|2016|"https://openalex.org/S43867544"|"Estuarine, coastal and shelf science"|"article"|198|35
"7I"|"https://openalex.org/W2894384640"|"Differential effects of biological invasions on coastal blue carbon: A global review and meta‐analysis"|2018|"https://openalex.org/S74970393"|"Global change biology"|"article"|53|83
"7I"|"https://openalex.org/W2030092534"|"Coastal eutrophication as a driver of salt marsh loss"|2012|"https://openalex.org/S137773608"|"Nature"|"article"|849|44
"7I"|"https://openalex.org/W2769195711"|"Coupling of sea level and tidal range changes, with implications for future water levels"|2017|"https://openalex.org/S196734849"|"Scientific reports"|"article"|78|47
"7I"|"https://openalex.org/W2906531772"|"Greenhouse gas fluxes from coastal wetlands at the intersection of urban pollution and saltwater intrusion: A soil core experiment"|2019|"https://openalex.org/S62391475"|"Soil biology and biochemistry/Soil biology & biochemistry"|"article"|31|74
"7I"|"https://openalex.org/W410486576"|"Mangrove Range Expansion Rapidly Increases Coastal Wetland Carbon Storage"|2015|"https://openalex.org/S109872917"|"Estuaries and coasts"|"article"|144|67
"7I"|"https://openalex.org/W2161831248"|"The Charisma of Coastal Ecosystems: Addressing the Imbalance"|2008|"https://openalex.org/S109872917"|"Estuaries and coasts"|"article"|429|23
"7I"|"https://openalex.org/W1996585409"|"The role of coastal plant communities for climate change mitigation and adaptation"|2013|"https://openalex.org/S183584863"|"Nature climate change"|"article"|1392|87
"7I"|"https://openalex.org/W1980681941"|"High-resolution seismic imaging of gas accumulations and seepage in the sediments of the Ria de Aveiro barrier lagoon (Portugal)"|2007|"https://openalex.org/S43369960"|"Geo-marine letters"|"article"|27|19
"7I"|"https://openalex.org/W1551652195"|"Land subsidence and relative sea-level rise in the southern Chesapeake Bay region"|2013|"https://openalex.org/S4210229095"|"U.S. Geological Survey circular/U.S. Geological Survey Circular"|"article"|102|1
"7I"|"https://openalex.org/W2124930642"|"Forty years of wetland conservation and wise use"|2012|"https://openalex.org/S97382565"|"Aquatic conservation"|"article"|103|9
"7I"|"https://openalex.org/W2887816051"|"The Second Warning to Humanity – Providing a Context for Wetland Management and Policy"|2018|"https://openalex.org/S127668553"|"Wetlands"|"article"|70|12
"7I"|"https://openalex.org/W2891976764"|"Losses of salt marsh in China: Trends, threats and management"|2018|"https://openalex.org/S43867544"|"Estuarine, coastal and shelf science"|"article"|109|78
"7I"|"https://openalex.org/W2916549082"|"Methane Emissions From the Salt Marshes of Doñana Wetlands: Spatio-Temporal Variability and Controlling Factors"|2019|"https://openalex.org/S2597028195"|"Frontiers in ecology and evolution"|"article"|17|70
"7I"|"https://openalex.org/W2288273411"|"Overestimation of marsh vulnerability to sea level rise"|2016|"https://openalex.org/S183584863"|"Nature climate change"|"article"|579|88
"7I"|"https://openalex.org/W1980609858"|"Loss of ‘Blue Carbon’ from Coastal Salt Marshes Following Habitat Disturbance"|2013|"https://openalex.org/S202381698"|"PloS one"|"article"|122|35
"7I"|"https://openalex.org/W1991922243"|"Sediment subsidy: effects on soil–plant responses in a rapidly submerging coastal salt marsh"|2003|"https://openalex.org/S134185576"|"Ecological engineering"|"article"|156|35
"7I"|"https://openalex.org/W2748742102"|"The Value of Coastal Wetlands for Flood Damage Reduction in the Northeastern USA"|2017|"https://openalex.org/S196734849"|"Scientific reports"|"article"|257|54
"7I"|"https://openalex.org/W2147924102"|"Estimating Global “Blue Carbon” Emissions from Conversion and Degradation of Vegetated Coastal Ecosystems"|2012|"https://openalex.org/S202381698"|"PloS one"|"article"|1138|58
"7I"|"https://openalex.org/W2892658253"|"Sediment starvation destroys New York City marshes’ resistance to sea level rise"|2018|"https://openalex.org/S125754415"|"Proceedings of the National Academy of Sciences of the United States of America"|"article"|53|33
"7I"|"https://openalex.org/W2030416847"|"Salinity Influence on Methane Emissions from Tidal Marshes"|2011|"https://openalex.org/S127668553"|"Wetlands"|"article"|459|43
"7I"|"https://openalex.org/W2547182818"|"Assessing tidal marsh resilience to sea-level rise at broad geographic scales with multi-metric indices"|2016|"https://openalex.org/S80660208"|"Biological conservation"|"article"|69|44
"7I"|"https://openalex.org/W3000469627"|"Valuing natural habitats for enhancing coastal resilience: Wetlands reduce property damage from storm surge and sea level rise"|2020|"https://openalex.org/S202381698"|"PloS one"|"article"|29|75
"7I"|"https://openalex.org/W2769601300"|"World Scientists’ Warning to Humanity: A Second Notice"|2017|"https://openalex.org/S121830084"|"BioScience/Bioscience"|"article"|928|3
"7I"|"https://openalex.org/W2896128643"|"Impacts and adaptation options for estuarine vegetation in a large city"|2019|"https://openalex.org/S104597489"|"Landscape and urban planning"|"article"|20|46
"7I"|"https://openalex.org/W2801537197"|"Nitrous oxide emissions could reduce the blue carbon value of marshes on eutrophic estuaries"|2018|"https://openalex.org/S139338987"|"Environmental research letters"|"article"|21|28
"7I"|"https://openalex.org/W2168846525"|"Mangrove expansion and salt marsh decline at mangrove poleward limits"|2013|"https://openalex.org/S74970393"|"Global change biology"|"article"|480|103
"7I"|"https://openalex.org/W2767639551"|"Massive Upland to Wetland Conversion Compensated for Historical Marsh Loss in Chesapeake Bay, USA"|2017|"https://openalex.org/S109872917"|"Estuaries and coasts"|"article"|104|54
"7I"|"https://openalex.org/W2890523706"|"Future response of global coastal wetlands to sea-level rise"|2018|"https://openalex.org/S137773608"|"Nature"|"article"|639|75
"7I"|"https://openalex.org/W1964354444"|"Seasonal variations of methane fluxes from an unvegetated tidal freshwater mudflat (Hammersmith Creek, GA)"|2013|"https://openalex.org/S195102351"|"Biogeochemistry"|"article"|16|58
"7I"|"https://openalex.org/W2426839010"|"Impacts of climate change on submerged and emergent wetland plants"|2016|"https://openalex.org/S61969038"|"Aquatic botany"|"article"|169|185
"7I"|"https://openalex.org/W2799877102"|"Living shorelines enhanced the resilience of saltmarshes to Hurricane Matthew (2016)"|2018|"https://openalex.org/S166870025"|"Ecological applications"|"article"|58|25
"7I"|"https://openalex.org/W2054964673"|"Ecophysiology of salt marsh plants and predicted responses to climate change in South Africa"|2013|"https://openalex.org/S8178725"|"Ocean & coastal management"|"article"|33|48
"7I"|"https://openalex.org/W2228574081"|"Drivers, trends, and potential impacts of long-term coastal reclamation in China from 1985 to 2010"|2016|"https://openalex.org/S43867544"|"Estuarine, coastal and shelf science"|"article"|248|37
"7I"|"https://openalex.org/W583289807"|"Where do you draw the line? Determining the transition thresholds between estuarine salt marshes and terrestrial vegetation"|2015|"https://openalex.org/S31493525"|"South African journal of botany"|"article"|25|52
"7I"|"https://openalex.org/W2017986620"|"The positive and negative effects of exotic Spartina alterniflora in China"|2009|"https://openalex.org/S134185576"|"Ecological engineering"|"article"|129|20
"7I"|"https://openalex.org/W2994595323"|"Effect of tidal flooding on ecosystem CO2 and CH4 fluxes in a salt marsh in the Yellow River Delta"|2020|"https://openalex.org/S43867544"|"Estuarine, coastal and shelf science"|"article"|14|55
"7I"|"https://openalex.org/W1997446011"|"Spartina alterniflora invasions impact CH4 and N2O fluxes from a salt marsh in eastern China"|2015|"https://openalex.org/S134185576"|"Ecological engineering"|"article"|31|57
"7I"|"https://openalex.org/W2077784097"|"Formation of Spartina alterniflora salt marshes on the coast of Jiangsu Province, China"|2004|"https://openalex.org/S134185576"|"Ecological engineering"|"article"|128|7
"7I"|"https://openalex.org/W2017061951"|"Distribution of Spartina spp. along China's coast"|2012|"https://openalex.org/S134185576"|"Ecological engineering"|"article"|150|28
"7J"|"https://openalex.org/W3042151563"|"A Scientific Basis for Designation of the Northeast Canyons and Seamounts Marine National Monument"|2020|"https://openalex.org/S2596539584"|"Frontiers in marine science"|"article"|10|80
"7J"|"https://openalex.org/W2959685472"|"26 Occurrence of Living Cold-Water Corals at Large Depths Within Submarine Canyons of the Northwestern Mediterranean Sea"|2019|"https://openalex.org/S4210169592"|"Coral reefs of the world"|"book-chapter"|7|66
"7J"|"https://openalex.org/W2468636691"|"Effectiveness of a deep-water coral conservation area: Evaluation of its boundaries and changes in octocoral communities over 13 years"|2017|"https://openalex.org/S172051550"|"Deep-sea research. Part 2. Topical studies in oceanography/Deep sea research. Part II, Topical studies in oceanography"|"article"|18|55
"7J"|"https://openalex.org/W2119191227"|"Oxygen: A Fundamental Property Regulating Pelagic Ecosystem Structure in the Coastal Southeastern Tropical Pacific"|2011|"https://openalex.org/S202381698"|"PloS one"|"article"|139|44
"7J"|"https://openalex.org/W2068142377"|"Metazoan meiofauna in deep-sea canyons and adjacent open slopes: A large-scale comparison with focus on the rare taxa"|2010|"https://openalex.org/S113880702"|"Deep-sea research. Part 1. Oceanographic research papers/Deep sea research. Part I, Oceanographic research papers"|"article"|100|62
"7J"|"https://openalex.org/W2898483044"|"Meiofaunal biodiversity in submarine canyons of the Mediterranean Sea: A meta-analysis"|2019|"https://openalex.org/S9314624"|"Progress in oceanography/Progress in Oceanography"|"article"|8|75
"7J"|"https://openalex.org/W4248015234"|"Temporally explicit and spatially resolved global offshore wind energy potentials"|2018|"https://openalex.org/S2497375143"|"Energy"|"article"|102|34
"7J"|"https://openalex.org/W2883771360"|"The influence of different deep-sea coral habitats on sediment macrofaunal community structure and function"|2018|"https://openalex.org/S1983995261"|"PeerJ"|"article"|16|41
"7J"|"https://openalex.org/W2060508382"|"Cold Seep Epifaunal Communities on the Hikurangi Margin, New Zealand: Composition, Succession, and Vulnerability to Human Activities"|2013|"https://openalex.org/S202381698"|"PloS one"|"article"|69|62
"7J"|"https://openalex.org/W1825251155"|"Deep-sea seabed habitats: Do they support distinct mega-epifaunal communities that have different vulnerabilities to anthropogenic disturbance?"|2016|"https://openalex.org/S113880702"|"Deep-sea research. Part 1. Oceanographic research papers/Deep sea research. Part I, Oceanographic research papers"|"article"|22|62
"7J"|"https://openalex.org/W2947664549"|"Multidecadal Changes in Marine Subsurface Oxygenation Off Central Peru During the Last ca. 170 Years"|2019|"https://openalex.org/S2596539584"|"Frontiers in marine science"|"article"|16|67
"7J"|"https://openalex.org/W4249798810"|"Zonation of Deep Biota on Continental Margins"|2005|"https://openalex.org/S93075560"|"Oceanography and Marine Biology/Oceanography and marine biology - an annual review"|"book-chapter"|255|1
"7J"|"https://openalex.org/W2925290628"|"Patterns and drivers of meiofaunal assemblages in the canyons Polcevera and Bisagno of the Ligurian Sea (NW Mediterranean Sea)"|2019|"https://openalex.org/S9314624"|"Progress in oceanography/Progress in Oceanography"|"article"|6|68
